Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
18-06-2022,4,4550,3 out of 5,Super Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Semi-Furnished,Family,5,Contact Agent,150000
30-06-2022,1,400,1 out of 1,Super Area,"Laxminarayana Layout, Munnekollal",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,9000
07-07-2022,1,650,Ground out of 3,Super Area,Jnana Ganga Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
04-07-2022,2,700,1 out of 4,Super Area,Bagalur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
27-05-2022,2,1333,2 out of 4,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Unfurnished,Bachelors,2,Contact Owner,16000
31-05-2022,3,1500,1 out of 4,Carpet Area,Vasanth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,35000
27-05-2022,1,425,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,9000
27-05-2022,1,300,Ground out of 3,Super Area,Airport Road,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
30-06-2022,2,650,2 out of 3,Carpet Area,Vijayanagar,Bangalore,Unfurnished,Family,2,Contact Owner,13500
15-06-2022,2,800,Ground out of 2,Super Area,"Banashankari Stage 2, Banashankari",Bangalore,Semi-Furnished,Family,2,Contact Owner,14000
07-07-2022,2,1200,2 out of 3,Carpet Area,Srinivaspura,Bangalore,Semi-Furnished,Family,2,Contact Owner,14000
05-05-2022,1,500,1 out of 4,Super Area,Chikkabanavara,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4700
05-05-2022,2,1000,3 out of 4,Super Area,Mavalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000
04-06-2022,2,600,1 out of 3,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
08-06-2022,1,600,2 out of 3,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
27-04-2022,3,1875,3 out of 3,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,30000
05-05-2022,2,1000,Ground out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
05-05-2022,3,1300,3 out of 3,Super Area,Hormavu Ring Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,21000
14-05-2022,1,350,3 out of 4,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
04-06-2022,2,900,2 out of 3,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,18500
27-04-2022,1,200,2 out of 2,Carpet Area,"Chamundeshwari Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4750
23-05-2022,2,700,1 out of 5,Super Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
14-05-2022,2,1000,1 out of 4,Carpet Area,Hosur Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,17600
10-06-2022,3,1700,10 out of 13,Carpet Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,35000
27-05-2022,2,600,2 out of 3,Super Area,Ullal Main Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
05-05-2022,1,650,2 out of 5,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
05-05-2022,2,750,Ground out of 2,Super Area,Byrathi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,15000
10-05-2022,3,1750,1 out of 3,Super Area,"Chowdeshwari Layout, Yelahanka",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,30000
02-06-2022,3,1950,3 out of 3,Carpet Area,Koramangala Block 3,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,100000
23-05-2022,2,1065,2 out of 5,Carpet Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,18000
23-05-2022,2,600,Ground out of 1,Super Area,Nagadevana Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
23-05-2022,2,600,2 out of 4,Super Area,Laggere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
27-06-2022,1,500,Ground out of 2,Super Area,Doddanagamangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
04-07-2022,2,600,Ground out of 2,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500
04-07-2022,1,600,5 out of 5,Carpet Area,"A Narayanapura, Mahadevapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,15000
06-07-2022,2,900,1 out of 1,Carpet Area,"Chikbasavnapura, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
23-06-2022,2,500,Ground out of 3,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
23-05-2022,1,600,2 out of 3,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,7000
06-07-2022,3,1710,6 out of 18,Carpet Area,"Ambedkar Colony, Yelahanka",Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent,60000
23-05-2022,1,600,3 out of 4,Super Area,Doddabidarakallu,Bangalore,Unfurnished,Bachelors,1,Contact Owner,6000
13-06-2022,3,1100,1 out of 3,Carpet Area,Anjanapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000
06-05-2022,2,920,4 out of 4,Super Area,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
30-05-2022,1,750,2 out of 4,Super Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8200
07-07-2022,1,300,2 out of 3,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
23-05-2022,3,1660,1 out of 3,Carpet Area,"Doddathoguru, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
23-05-2022,1,400,2 out of 3,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
29-04-2022,2,300,1 out of 3,Super Area,Nagarathpete,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,20000
26-05-2022,1,300,1 out of 2,Carpet Area,"Cooke Town, Cooke Town",Bangalore,Unfurnished,Bachelors,1,Contact Owner,11500
16-05-2022,3,2000,3 out of 3,Carpet Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Furnished,Bachelors/Family,2,Contact Owner,30000
12-06-2022,3,1200,4 out of 4,Carpet Area,Doddakammanahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,22000
28-04-2022,1,300,2 out of 3,Super Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
25-05-2022,1,700,Ground out of 1,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6500
18-05-2022,2,850,Ground out of 2,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,16000
26-05-2022,1,700,7 out of 7,Carpet Area,"Domlur, Domlur",Bangalore,Furnished,Bachelors/Family,1,Contact Agent,24000
07-07-2022,1,455,2 out of 4,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,15000
26-06-2022,2,1000,Ground out of 4,Carpet Area,"Sai Colony, Krishnarajapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
30-05-2022,1,600,1 out of 2,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
23-05-2022,1,250,Ground out of 2,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4000
23-05-2022,1,400,1 out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,5000
04-07-2022,2,1200,3 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,22000
27-04-2022,1,500,2 out of 5,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,12000
23-05-2022,1,350,2 out of 3,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,9000
29-04-2022,2,1100,Ground out of 3,Super Area,"Vinayak Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,7500
04-06-2022,2,1650,2 out of 3,Super Area,Ganga Nagar,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner,30000
05-05-2022,4,1000,Ground out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
19-06-2022,2,500,2 out of 3,Super Area,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9250
29-06-2022,1,700,1 out of 5,Super Area,Gh society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
23-05-2022,2,1200,Ground out of 5,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,12000
27-04-2022,1,600,1 out of 2,Super Area,Wilson Garden,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,12000
01-05-2022,2,925,2 out of 5,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,10000
09-07-2022,3,2400,Ground out of 8,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,60000
23-05-2022,3,1500,1 out of 9,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,35000
27-05-2022,2,600,Ground out of 4,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,12000
27-05-2022,1,435,3 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,14000
14-05-2022,1,650,Ground out of 1,Carpet Area,"Srinivasa Nagar-Banashankari, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
15-06-2022,2,700,Ground out of 2,Carpet Area,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
30-06-2022,2,890,5 out of 12,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,20000
23-06-2022,1,600,3 out of 4,Super Area,Hbr Layout,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,12500
23-06-2022,2,1250,3 out of 4,Carpet Area,Cunningham Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,35000
04-07-2022,3,1350,2 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,26000
06-07-2022,3,2600,8 out of 18,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Family,4,Contact Agent,85000
27-05-2022,1,440,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,14000
18-05-2022,2,1150,1 out of 4,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
16-05-2022,1,450,2 out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
29-04-2022,2,1150,3 out of 5,Super Area,Nri Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,16000
28-05-2022,2,600,2 out of 5,Carpet Area,Gottigere,Bangalore,Unfurnished,Bachelors,1,Contact Owner,11000
30-06-2022,2,980,4 out of 12,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Family,2,Contact Agent,20000
05-07-2022,3,1850,3 out of 3,Carpet Area,Halasuru,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,60000
31-05-2022,2,625,1 out of 3,Carpet Area,Kadabagere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,5000
27-05-2022,1,100,2 out of 3,Super Area,"Itc Colony, Maruthi Sevanagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4000
05-07-2022,2,1200,1 out of 1,Carpet Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,15000
01-05-2022,3,1200,Ground out of 4,Carpet Area,Bagalakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
14-06-2022,2,1080,1 out of 2,Carpet Area,Punyabhoomi Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,12000
14-05-2022,1,700,1 out of 3,Super Area,Amrutahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
05-05-2022,2,800,Ground out of 1,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,11000
05-05-2022,3,1880,14 out of 14,Super Area,whitefield,Bangalore,Semi-Furnished,Family,2,Contact Owner,42000
29-04-2022,2,1305,1 out of 8,Super Area,Jakkur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
29-04-2022,1,600,3 out of 5,Super Area,Sahakara Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8500
08-06-2022,2,950,2 out of 8,Super Area,Yelahanka Dodda Ballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500
20-06-2022,2,1188,Ground out of 4,Super Area,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,18000
23-06-2022,1,500,2 out of 3,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
27-05-2022,2,875,Ground out of 1,Super Area,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
23-06-2022,3,2100,3 out of 4,Carpet Area,Wilson garden Bangalore,Bangalore,Unfurnished,Bachelors,3,Contact Agent,54000
05-05-2022,3,1200,2 out of 4,Super Area,Annapurneshwari Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,22000
06-07-2022,3,2390,3 out of 17,Super Area,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,120000
20-06-2022,1,600,1 out of 3,Super Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
10-06-2022,2,1150,1 out of 2,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2,Contact Agent,28000
12-06-2022,3,1788,Ground out of 1,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,Family,3,Contact Agent,55000
23-05-2022,2,1250,3 out of 3,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,19000
04-07-2022,1,600,4 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,11000
04-07-2022,3,1600,2 out of 4,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
06-07-2022,3,1520,23 out of 25,Carpet Area,"Sena Vihar, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,70000
15-06-2022,1,550,1 out of 3,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,12000
05-05-2022,2,1100,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
12-05-2022,2,1100,2 out of 5,Carpet Area,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,30000
04-07-2022,2,1100,Ground out of 3,Super Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
05-05-2022,1,400,1 out of 3,Super Area,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,6000
07-07-2022,1,300,3 out of 3,Super Area,"Virat Nagar, Bommanahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4500
16-06-2022,1,500,Ground out of 3,Super Area,Rajarajeshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
19-05-2022,2,1100,3 out of 4,Carpet Area,Hennur Main Road,Bangalore,Furnished,Bachelors,2,Contact Agent,20000
27-06-2022,2,1000,1 out of 3,Carpet Area,"Dodda Banaswadi, Banaswadi",Bangalore,Unfurnished,Family,2,Contact Owner,17500
27-05-2022,2,850,Ground out of 4,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
27-05-2022,2,1020,2 out of 5,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000
19-05-2022,2,1250,1 out of 1,Super Area,Kammanahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner,22000
05-05-2022,3,1400,2 out of 4,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,24000
05-05-2022,1,600,1 out of 3,Super Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,12000
20-06-2022,1,200,4 out of 5,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4500
23-05-2022,1,300,Ground out of 3,Super Area,Basaveshvara Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,5000
23-05-2022,1,400,1 out of 3,Super Area,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,6000
14-05-2022,1,450,3 out of 4,Super Area,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,11000
22-05-2022,2,1180,1 out of 4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
06-07-2022,3,1460,6 out of 12,Carpet Area,Jakkur,Bangalore,Unfurnished,Bachelors,3,Contact Agent,35000
23-05-2022,3,1464,2 out of 5,Carpet Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,24000
24-06-2022,2,700,Lower Basement out of 3,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,10000
02-06-2022,2,680,1 out of 10,Carpet Area,Devanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
12-06-2022,3,2750,5 out of 9,Carpet Area,Prestige Acropolis,Bangalore,Semi-Furnished,Bachelors,4,Contact Agent,100000
23-05-2022,2,800,Ground out of 2,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,14000
07-06-2022,2,600,3 out of 4,Carpet Area,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1,Contact Owner,7500
15-05-2022,3,1200,1 out of 4,Carpet Area,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,Bachelors,3,Contact Owner,16000
12-05-2022,4,3200,18 out of 19,Carpet Area,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,65000
10-05-2022,2,1800,1 out of 3,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
23-05-2022,1,500,2 out of 2,Super Area,Frazer Town,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,8000
23-05-2022,2,1200,Ground out of 2,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,11000
08-06-2022,1,750,1 out of 3,Super Area,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8000
29-06-2022,1,700,1 out of 5,Super Area,GH Society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
20-06-2022,2,1000,12 out of 23,Carpet Area,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2,Contact Agent,30000
24-06-2022,2,800,1 out of 3,Super Area,"Keshav Puram, Tri Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
30-06-2022,1,200,Ground out of 2,Super Area,Hauz Khas,Delhi,Furnished,Bachelors,1,Contact Owner,20000
26-06-2022,3,1800,1 out of 3,Carpet Area,South Extension 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,80000
08-06-2022,1,400,2 out of 4,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,9500
08-06-2022,3,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3,Contact Agent,14000
28-05-2022,3,1550,1 out of 3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Agent,65000
01-07-2022,2,650,2 out of 4,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors,2,Contact Owner,18500
03-07-2022,2,850,2 out of 4,Carpet Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,40000
12-06-2022,4,2000,Ground out of 4,Carpet Area,Vasant Kunj,Delhi,Unfurnished,Bachelors,4,Contact Agent,90000
14-05-2022,1,180,Ground out of 2,Super Area,"Ganesh Nagar, Tilak Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3500
09-07-2022,3,140,Ground out of 3,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,25000
04-07-2022,1,450,1 out of 4,Carpet Area,Sudarshan Park,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000
20-06-2022,3,2500,1 out of 3,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,90000
06-06-2022,1,720,3 out of 3,Carpet Area,Shakti Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,22000
04-06-2022,2,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,12000
05-06-2022,2,450,1 out of 4,Carpet Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner,11000
30-04-2022,1,250,1 out of 1,Carpet Area,"Nizamuddin East, Nizamuddin",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,20000
18-06-2022,4,3000,4 out of 4,Super Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent,260000
12-05-2022,2,550,3 out of 5,Carpet Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors,2,Contact Agent,11000
04-05-2022,2,450,3 out of 4,Carpet Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,10000
25-06-2022,3,2500,2 out of 3,Carpet Area,Saket,Delhi,Unfurnished,Bachelors,3,Contact Agent,60000
20-06-2022,4,800,1 out of 4,Super Area,Green Park,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,350000
27-06-2022,2,100,3 out of 3,Super Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors,2,Contact Owner,16000
14-05-2022,1,400,2 out of 3,Carpet Area,Subhash Nagar,Delhi,Furnished,Bachelors,1,Contact Owner,16000
12-06-2022,2,750,1 out of 3,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,12000
07-07-2022,1,400,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,8000
